Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
East Asia & Pacific (excluding high income),EAP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,913.99496443595,985.623433951378,1067.06588063773,1212.13520281457,1425.50179208494,1639.1598232492,1896.48820640594,2275.60223153938,2772.4631168628,3218.47819029165,3763.2303108205,4345.4217533814,5079.44666767404,5714.28928289955,6207.06238127824,6456.82946055668,6648.64860378258,6960.82946911994,7600.54858640789,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,1816466142,1833433229,1849617640,1865142700,1880258797,1895285323,1909901290,1924028068,1938067140,1952027348,1965964309,1980045666,1994401378,2008932012,2023609315,2038202511,2053116851,2068155660,2081651801,2093269000,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,150364245,150260993,151324600,154101988,158480068,164394058,172216105,180453173,185997133,187341156,184971704,178766165.75,170629750.83333,162736573.41667,156712102,152166262.33333,149310884.16667,147702252,146439407,144664428,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,29700310.82557,31421639.06285,35968817.2975,37320007.05603,38067112.79858,38438456.06836,38768533.94689,39684670.63816,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,2713128.22077,2825101.76858,3071479.48105,3154128.43567,3224785.5341,3301077.91897,3397178.43396,3437106.07888,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,130170.01319,144121.82382,171916.77849,202235.87557,232012.10353,256048.74067,289728.25087,307932.43946,328328.27593,359753.13449,393162.6636,389602.27473,384772.65258,396316.63369,425591.95256,451900.07275,480534.79593,505436.61568,538619.94873,564312.04054,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,148700216,148520715,149507700,152235077,156584374,162491859,170320739,178562812,184097533,185422484,183025494,176789984.83333,168628792,160724151.66667,154703363,150157195.33333,147312586.16667,145723715,144480257,142705278,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,29150746.90685,30879354.61212,35437891.88551,36799383.13203,37558597.18696,37944162.34243,38288130.67288,39204267.4355,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,2702769.03875,2814880.68057,3061472.68089,3144316.44331,3213570.30833,3288568.60352,3383459.7067,3423387.35365,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,129888.77697,143827.73021,171609.75779,201920.41986,231691.79474,255727.33557,289407.99389,307613.02227,328007.29207,359428.92416,392836.63227,389274.10455,384446.49977,395994.77693,425276.84759,451591.07275,480332.986,505338.2357,538619.94873,564312.04054,..,..,..,..,..,..
Ecuador,ECU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1550,1550,1730,2110,2550,2880,3100,3310,3860,4060,4390,4870,5390,5810,6110,5970,5810,5860,6110,..,..,..,..,..,..,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,12681123,12914667,13143465,13369678,13596388,13825847,14059384,14296557,14535739,14774424,15011117,15243883,15474102,15707474,15951838,16212020,16491115,16785361,17084357,17374000,..,..,..,..,..,..
Ecuador,ECU,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,1200820,1220005,1237626,1256439,1276061,1296535,1339477,1359734,1378521,1395905,1411545,1424876,1438395,1453545,1470885,1491209,1516470,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,514625,532859,537121,558566,567854,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,33722,28130,24694,24161,21911,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,236,242,243,322,315,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1420,1430,1360,1290,1230,1230,1320,1530,1840,2120,2370,2560,2840,3030,3230,3360,3460,3040,2800,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,68831561,70152661,71485043,72826097,74172073,75523569,76873663,78232126,79636079,81134798,82761235,84529250,86422240,88404640,90424654,92442547,94447072,96442593,98423595,100388000,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,6876812,7120529,7349844,7583291,7814662,7808701,8028387,8209127,8339733,8408474,8421593,8375969,8299115,8226287,8188806,8190308,8237945,8288106,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,2239982,2294520,2616293,2522073,2646568,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,195786,202828,210108,221863,222873,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,22760,23701,24468,25588,24779,27201,26980,29512,33604,36172,35746,36347,41747,46729,42479,45322,45032,..,..,..,..,..,..,..,..
El Salvador,SLV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1900,1950,2000,2130,2270,2420,2570,2680,2870,2820,2880,3060,3210,3350,3400,3440,3510,3600,3820,..,..,..,..,..,..,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,5887936,5927006,5962136,5994077,6023797,6052123,6079399,6105810,6131764,6157686,6183875,6210568,6237923,6266070,6295128,6325124,6356143,6388122,6420744,6454000,..,..,..,..,..,..
El Salvador,SLV,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,535735,534214,531994,530570,531022,533484,538659,544511,551919,561747,574451,589890,606184,620988,632614,641386,648164,650896,648643,..,..,..,..,..,..,..
El Salvador,SLV,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,142738,143673,146916,148791,152881,155759,..,..,..,..,..,..,..
El Salvador,SLV,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,14620,15116,15517,15175,16070,16769,..,..,..,..,..,..,..
El Salvador,SLV,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,12,11,11,11,10,16,10,14,29,104,139,179,160,73,70,86,95,68,63,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,770,900,1270,1190,1720,3890,8110,11600,14250,12530,9970,11530,13860,14020,13220,10840,8260,7080,6840,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,606181,631666,658384,686664,716949,749535,784496,821687,860840,901599,943639,986853,1031191,1076413,1122276,1168568,1215179,1262001,1308974,1356000,..,..,..,..,..,..
Equatorial Guinea,GNQ,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,54132,57603,61726,66064,70220,73646,75888,78794,81781,85019,88086,90108,..,..,100935,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,300,310,300,300,340,390,410,420,410,480,570,720,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,2292416,2374722,2481058,2600973,2719803,2826659,2918205,2996536,3062779,3119920,3170435,3213972,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,211393,229416,258834,288432,295315,322430,345853,359236,368492,372484,371355,..,..,..,326074,314627,304262,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8437,7457,6891,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81,94,45,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Estonia,EST,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4160,4310,4620,5730,7500,9730,11500,13420,15080,14560,14560,15850,16800,18170,18880,18560,18260,18690,21140,..,..,..,..,..,..,..
Estonia,EST,"Population, total",SP.POP.TOTL,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1317000,..,..,..,..,..,..
Estonia,EST,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,98293,98494,98555,98798,99207,99775,100619,101614,102598,102652,101174,98215,93412,87669,81844,76508,71567,68635,65051,..,..,..,..,..,..,..
Estonia,EST,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,44758,40539,36299,33134,30263,28718.583,..,..,..,..,..,..,..
Estonia,EST,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,17004,16477,16012,15125,14896,14590.5,..,..,..,..,..,..,..
Estonia,EST,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1251,1447,1508,1587,1653,1800,1971,2142,2381,2465,2653,2928,3051,3044,2982,2903,2833,2635,2464.333,..,..,..,..,..,..,..
Eswatini,SWZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1670,1700,1570,1700,2160,3080,3300,3480,3360,3320,3460,4080,4590,4660,4320,4000,3660,3590,3930,..,..,..,..,..,..,..
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1005435,1013609,1019059,1022802,1026286,1030579,1036092,1042652,1049945,1057467,1064837,1072032,1079288,1086839,1095021,1104044,1113984,1124753,1136191,1148000,..,..,..,..,..,..
Eswatini,SWZ,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,107257,112511,115771,117562,117886,117444,116659,115241,113869,113217,113530,115236,..,119399,119399,121274,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5450,5188,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,159,..,234,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,130,130,120,110,140,160,180,220,280,340,380,390,410,470,550,600,670,740,790,..,..,..,..,..,..,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,66224804,68159423,70142091,72170584,74239505,76346311,78489206,80674348,82916235,85233913,87639964,90139927,92726971,95385785,98094253,100835458,103603501,106400024,109224559,112079000,..,..,..,..,..,..
Ethiopia,ETH,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,5708246,5951016,6174623,6406929,6621111,6804589,6966792,7139377,7299611,7481427,7718564,8020948,8430452,..,9341700,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,555335,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29697,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,10,0,4,34,28,47,64,119,258,325,791,789,1849,..,1983,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,22110.1673031258,21202.0517089132,20675.7289370059,23288.705115579,28284.7197076052,32403.9172050819,34554.5170239342,36717.2815605678,39534.6802354988,39638.4997485968,39768.3170302821,40305.7851145817,39273.1526708464,39470.036124084,39356.7816228189,37730.8448526777,36344.9603975027,35838.4424055259,38774.4862123343,..,..,..,..,..,..,..
Euro area,EMU,"Population, total",SP.POP.TOTL,321310791,322547874,324125336,325885964,327682505,329380417,330922789,332645165,334274725,335360890,336151479,335419643,336159194,337302113,338466255,339533474,340616924,341164362,341783171,341888000,..,..,..,..,..,..
Euro area,EMU,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,20635382,20464284,20359482,20271666,20156248,20052848,19929111,19905586,19837971,19720338,19553817,19343378.5,19086356,18859450,18669344,18500682,18334601,18276939,18248532,18248532,..,..,..,..,..,..
Euro area,EMU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,7008990.59391,7537690.20928,7750507.37046,7829144.32925,7892550.67837,8004361.53312,8083870.31432,8083870.23258,..,..,..,..,..,..
Euro area,EMU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,3836405.24014,3817507.4703,3778854.12189,3760154.06893,3773899.80873,3852390.99039,3976882.6126,3976882.61794,..,..,..,..,..,..
Euro area,EMU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,423951.35259,447141.64077,466708.3239,497220.8941,523103.14721,518155.81933,516334.42556,518491.13169,514964.04856,533505.15343,534901.87332,522949.73417,510483.37968,490616.53323,490506.53898,481768.07837,509514.881,514717.89673,529827.70652,529827.69717,..,..,..,..,..,..
Europe & Central Asia,ECS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12519.8294367794,12119.5051585402,12047.1350631605,13620.3324677095,16562.4549007517,19206.8284491159,20816.342395312,22534.148660108,24535.4901353336,24293.1178907329,24486.2129448566,24964.4965796497,25273.5090300232,25971.8503320536,25997.6328323123,24625.5495883548,23322.1845092284,22808.8153091727,24328.6522444637,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,861993393,863083216,864648977,866925884,869516666,872163396,874862170,878004122,881531261,885170595,888627318,890862941,894486795,898766094,903129978,907498192,911812364,915420161,918793590,920901000,..,..,..,..,..,..
Europe & Central Asia,ECS,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,63438262,63785678,64180779,64536123,64635759,64835434,65058888,65251690,65229220,64860810,64084952.6,62900576.2,61343051.8,59784368.4,58316653,56912402.6,55584076.2,54482351.3,53486712.4,53142807,..,..,..,..,..,..
Europe & Central Asia,ECS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,21073458.83973,21229716.2416,22122770.85464,22636608.95403,22836601.2573,22737596.65403,22662718.78179,22727394.15632,..,..,..,..,..,..
Europe & Central Asia,ECS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,10941091.75454,10619875.42634,9465526.02881,8385024.44,7996124.04629,8115672.63947,8276829.06385,8332073.35884,..,..,..,..,..,..
Europe & Central Asia,ECS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,761014.94853,807076.7706,855432.21903,930735.57899,971596.5813,981333.91761,985306.90559,1004022.73481,988887.64018,1014126.11669,1046233.79566,1049313.11833,1053551.91038,1066027.74003,1041947.49168,1028689.21901,1054367.37368,1051876.74701,1062459.97531,1061901.18866,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1784.96593547957,1703.15589987197,1861.21925400729,2197.64140009436,2889.05588622495,3728.86744845123,4625.66851187302,5754.23626293632,7042.96238442929,6954.3630643288,7441.47587776789,8073.41818574758,9251.16936864013,10209.7393639616,10138.1920455813,8803.01538236952,7708.16700777715,7401.17417490465,7804.19489996088,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,392301484,392050558,391720978,391882450,392243981,392658986,393216869,393919037,394991819,396743394,398783138,401012737,403265869,405778196,408278056,410844329,413361214,415710935,417797257,419413000,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,30680040,31226749,31748521,32231464,32479784,32790505,33131911,33331713,33361145,33128349,32590409.6,31734138.95,30551221.3,29348187.65,28249815,27218522.1,26302202.2,25518494.8,24827943.4,24484059,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,9348488.76989,9069500.97121,9877830.92044,10439290.12263,10607500.56122,10421638.70558,10296942.46747,10361541.00477,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,5241024.40693,5018228.68343,3940795.66733,2917823.2984,2536117.26046,2572465.69621,2602454.45125,2657677.77908,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,180579.76013,190674.16012,204556.45089,215719.15329,229556.20546,234737.56297,239934.29974,244324.51795,247274.79422,250338.81008,269936.23684,275264.88336,286408.84111,304755.12269,278475.64978,273459.95068,273610.90234,264881.329,263019.76878,262473.99493,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,36050539,36619429,37113881,37553022,37752693,38014772,38305481,38415278,38343064,37987639,37303915.6,36288020.95,34943217.3,33566910.65,32298723,31108920.1,30043402.2,29123902.8,28303523.4,27959639,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,11253389.94253,10848266.89778,11530771.92044,11998719.12263,12117741.56122,11895902.70558,11731533.46747,11796131.91419,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,6125286.88645,5846664.68343,4722808.66733,3658691.2984,3259325.26046,3279243.69621,3299516.45125,3354739.73624,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,202818.76013,216296.16012,232901.45089,274412.15329,280196.20546,291079.56297,295669.29974,305633.51795,310733.79422,313826.81008,337642.23684,343692.88336,353724.84111,372038.12269,345044.64978,339303.95068,337196.90234,330527.329,327677.76878,327131.99081,..,..,..,..,..,..
European Union,EUU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,19522.127449351,18867.2671843766,18634.4751215966,21034.7294714656,25467.9734377098,29231.9909376063,31274.7048855902,33444.2699626392,35927.1214955527,35417.2438273575,35344.6779749157,35582.7229106149,35213.0118594092,35551.3072144006,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Population, total",SP.POP.TOTL,487975692,489161520,490504132,492340768,494330068,496303356,498179240,500032205,501924141,503408338,504631894,506031022,505640311,506739265,..,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,32656677,32452188,32303727,32164162,31989518,31857029,31722475,31690790,31620144,31467782,31210331,30858745.5,30440531,30040300,29631176,29227407,28793451,28454085,28130812,28130812,..,..,..,..,..,..
European Union,EUU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,11587415.06001,11979452.13585,12047476.37046,11992255.32925,12004483.67837,12071550.53312,12108559.31432,12108559.13183,..,..,..,..,..,..
European Union,EUU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,5671277.42621,5566674.4703,5485276.12189,5424325.06893,5408679.80873,5484756.99039,5605947.6126,5605947.57243,..,..,..,..,..,..
European Union,EUU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,568409.35259,601686.64077,636277.3239,700317.8941,726625.14721,730632.81933,728151.42556,741096.13169,721337.04856,741426.15343,752209.87332,748527.73417,741121.37968,735994.53323,738421.53898,730132.07837,754898.881,760195.89673,771558.70652,771558.6922,..,..,..,..,..,..
Faroe Islands,FRO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,46735,46997,47233,47432,47600,47722,47792,47825,47820,47808,47814,47823,47843,47892,47960,48051,48173,48331,48497,49000,..,..,..,..,..,..
Faroe Islands,FRO,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2240,2140,2170,2420,3040,3590,3620,3820,4010,3860,3650,3780,4140,4710,5020,5200,5360,5480,5860,..,..,..,..,..,..,..
Fiji,FJI,"Population, total",SP.POP.TOTL,811006,813925,815257,816076,817860,821604,827870,836190,845361,853637,859818,863449,865069,865608,866453,868627,872399,877459,883483,890000,..,..,..,..,..,..
Fiji,FJI,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,80179,81046,81310,80962,80102,78808,78064,77310,76908,77003,77462,77230,..,..,76520,..,74034,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,163,163,162,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,26450,25810,25550,28720,35270,40170,42800,46160,50070,48800,49600,50150,48940,49480,49390,47160,45480,44680,48280,..,..,..,..,..,..,..
Finland,FIN,"Population, total",SP.POP.TOTL,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5533000,..,..,..,..,..,..
Finland,FIN,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,328175,331643,334518,335462,335005,333767,331660,329742,327006,324996,324838,324838,332615,339592,344368,344980,341651,335074,326291,..,..,..,..,..,..,..
Finland,FIN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,228273,223519,219370,215196,211056,207313,..,..,..,..,..,..,..
Finland,FIN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,60051,62257,63239,62440,65602,68582,..,..,..,..,..,..,..
